tripId,city,vehicleType,distanceKm,durationMinutes,timeOfDay,dayOfWeek,trafficLevel,weatherCondition,baseFare,perKmRate,perMinuteRate,surgeMultiplier,quotedFare,expectedFare,overchargePercentage,fareStatus,datasetSource
synthetic-009121,Madurai,BIKE_TAXI,1.09,6,NIGHT,SATURDAY,LOW,HOT,20,8,0,1.0,25.0,28.72,-12.95,FAIR,synthetic
synthetic-009122,Bengaluru,TAXI,15.22,33,DAY,SUNDAY,HIGH,COLD,50,18,0,1.0,295.0,323.96,-8.94,FAIR,synthetic
synthetic-009123,Chennai,TAXI,11.62,25,MORNING,SUNDAY,HIGH,COLD,50,18,0,1.0,558.0,259.16,115.31,OVERCHARGED,synthetic
synthetic-009124,Bengaluru,BIKE_TAXI,11.66,43,NIGHT,SUNDAY,NORMAL,HOT,20,8,0,1.0,114.0,113.28,0.64,FAIR,synthetic
synthetic-009125,Madurai,BUS,7.5,15,EVENING,SUNDAY,HIGH,CLEAR,10,2,0,1.0,23.0,25.0,-8.0,FAIR,synthetic
synthetic-009126,Coimbatore,AUTO,16.48,33,MORNING,WEEKDAY,LOW,CLEAR,30,12,0,1.0,246.0,227.76,8.01,FAIR,synthetic
synthetic-009127,Coimbatore,BIKE_TAXI,3.99,6,DAY,WEEKDAY,LOW,HOT,20,8,0,1.0,107.0,51.92,106.09,OVERCHARGED,synthetic
synthetic-009128,Coimbatore,BIKE_TAXI,2.53,13,NIGHT,WEEKDAY,NORMAL,COLD,20,8,0,1.0,52.0,40.24,29.22,SLIGHTLY_HIGH,synthetic
synthetic-009129,Bengaluru,TAXI,8.43,27,EVENING,SUNDAY,LOW,HOT,50,18,0,1.0,443.0,201.74,119.59,OVERCHARGED,synthetic
synthetic-009130,Madurai,BIKE_TAXI,1.17,7,EVENING,SUNDAY,LOW,RAIN,20,8,0,1.0,54.0,29.36,83.92,OVERCHARGED,synthetic
synthetic-009131,Coimbatore,AUTO,11.24,38,MORNING,SUNDAY,LOW,COLD,30,12,0,1.0,157.0,164.88,-4.78,FAIR,synthetic
synthetic-009132,Coimbatore,AUTO,2.4,3,DAY,SATURDAY,NORMAL,COLD,30,12,0,1.0,59.0,58.8,0.34,FAIR,synthetic
synthetic-009133,Madurai,AUTO,8.36,18,EVENING,SATURDAY,HIGH,HOT,30,12,0,1.0,153.0,130.32,17.4,SLIGHTLY_HIGH,synthetic
synthetic-009134,Chennai,AUTO,17.11,43,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,246.0,235.32,4.54,FAIR,synthetic
synthetic-009135,Coimbatore,BIKE_TAXI,18.67,48,EVENING,SUNDAY,NORMAL,HOT,20,8,0,1.0,214.0,169.36,26.36,SLIGHTLY_HIGH,synthetic
synthetic-009136,Coimbatore,BIKE_TAXI,12.55,34,MORNING,SATURDAY,LOW,COLD,20,8,0,1.0,102.0,120.4,-15.28,FAIR,synthetic
synthetic-009137,Bengaluru,AUTO,11.42,17,DAY,WEEKDAY,NORMAL,RAIN,30,12,0,1.1,214.0,183.74,16.47,SLIGHTLY_HIGH,synthetic
synthetic-009138,Madurai,TAXI,11.89,31,EVENING,SATURDAY,NORMAL,CLEAR,50,18,0,1.0,270.0,264.02,2.26,FAIR,synthetic
synthetic-009139,Coimbatore,TAXI,4.97,14,MORNING,SATURDAY,NORMAL,COLD,50,18,0,1.2,206.0,167.35,23.09,SLIGHTLY_HIGH,synthetic
synthetic-009140,Bengaluru,AUTO,4.03,10,EVENING,SATURDAY,NORMAL,COLD,30,12,0,1.0,75.0,78.36,-4.29,FAIR,synthetic
synthetic-009141,Chennai,TAXI,3.32,5,MORNING,WEEKDAY,LOW,CLEAR,50,18,0,1.1,104.0,120.74,-13.86,FAIR,synthetic
synthetic-009142,Bengaluru,BIKE_TAXI,3.59,7,DAY,SATURDAY,NORMAL,COLD,20,8,0,1.0,76.0,48.72,55.99,OVERCHARGED,synthetic
synthetic-009143,Bengaluru,BUS,8.87,12,EVENING,SATURDAY,NORMAL,HOT,10,2,0,1.0,26.0,27.74,-6.27,FAIR,synthetic
synthetic-009144,Chennai,BUS,4.26,13,MORNING,SATURDAY,LOW,RAIN,10,2,0,1.3,21.0,24.08,-12.78,FAIR,synthetic
synthetic-009145,Chennai,BUS,19.4,62,MORNING,WEEKDAY,NORMAL,COLD,10,2,0,1.0,47.0,48.8,-3.69,FAIR,synthetic
synthetic-009146,Chennai,AUTO,14.75,46,EVENING,WEEKDAY,LOW,COLD,30,12,0,1.0,316.0,207.0,52.66,OVERCHARGED,synthetic
synthetic-009147,Madurai,BIKE_TAXI,12.63,43,EVENING,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,105.0,121.04,-13.25,FAIR,synthetic
synthetic-009148,Bengaluru,BUS,20.19,57,DAY,WEEKDAY,HIGH,RAIN,10,2,0,1.0,55.0,50.38,9.17,FAIR,synthetic
synthetic-009149,Bengaluru,BIKE_TAXI,6.05,18,DAY,SUNDAY,HIGH,CLEAR,20,8,0,1.0,59.0,68.4,-13.74,FAIR,synthetic
synthetic-009150,Madurai,TAXI,12.89,21,NIGHT,WEEKDAY,HIGH,HOT,50,18,0,1.0,276.0,282.02,-2.13,FAIR,synthetic
synthetic-009151,Bengaluru,BIKE_TAXI,5.38,12,DAY,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,56.0,63.04,-11.17,FAIR,synthetic
synthetic-009152,Madurai,AUTO,10.24,33,NIGHT,WEEKDAY,LOW,COLD,30,12,0,1.2,248.0,183.46,35.18,OVERCHARGED,synthetic
synthetic-009153,Coimbatore,BUS,14.45,39,NIGHT,WEEKDAY,NORMAL,RAIN,10,2,0,1.0,59.0,38.9,51.67,OVERCHARGED,synthetic
synthetic-009154,Coimbatore,AUTO,5.96,17,NIGHT,WEEKDAY,NORMAL,COLD,30,12,0,1.0,103.0,101.52,1.46,FAIR,synthetic
synthetic-009155,Madurai,TAXI,17.86,52,DAY,SUNDAY,LOW,RAIN,50,18,0,1.0,438.0,371.48,17.91,SLIGHTLY_HIGH,synthetic
synthetic-009156,Coimbatore,TAXI,12.19,40,MORNING,SUNDAY,NORMAL,RAIN,50,18,0,1.0,277.0,269.42,2.81,FAIR,synthetic
synthetic-009157,Bengaluru,TAXI,13.59,31,NIGHT,WEEKDAY,HIGH,CLEAR,50,18,0,1.0,300.0,294.62,1.83,FAIR,synthetic
synthetic-009158,Chennai,TAXI,15.54,36,NIGHT,SATURDAY,HIGH,RAIN,50,18,0,1.0,344.0,329.72,4.33,FAIR,synthetic
synthetic-009159,Chennai,AUTO,10.41,38,EVENING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,149.0,154.92,-3.82,FAIR,synthetic
synthetic-009160,Bengaluru,TAXI,1.88,3,NIGHT,SUNDAY,HIGH,RAIN,50,18,0,1.2,91.0,100.61,-9.55,FAIR,synthetic
synthetic-009161,Bengaluru,BUS,19.09,61,DAY,SUNDAY,NORMAL,COLD,10,2,0,1.0,74.0,48.18,53.59,OVERCHARGED,synthetic
synthetic-009162,Madurai,AUTO,7.05,5,MORNING,SUNDAY,NORMAL,RAIN,30,12,0,1.1,147.0,126.06,16.61,SLIGHTLY_HIGH,synthetic
synthetic-009163,Madurai,AUTO,20.95,48,EVENING,SUNDAY,LOW,CLEAR,30,12,0,1.0,289.0,281.4,2.7,FAIR,synthetic
synthetic-009164,Bengaluru,AUTO,17.48,45,EVENING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,217.0,239.76,-9.49,FAIR,synthetic
synthetic-009165,Madurai,BUS,6.73,18,EVENING,SATURDAY,HIGH,RAIN,10,2,0,1.0,30.0,23.46,27.88,SLIGHTLY_HIGH,synthetic
synthetic-009166,Bengaluru,TAXI,6.43,12,MORNING,SUNDAY,LOW,COLD,50,18,0,1.5,234.0,248.61,-5.88,FAIR,synthetic
synthetic-009167,Madurai,BUS,1.16,3,DAY,SUNDAY,NORMAL,RAIN,10,2,0,1.0,16.0,12.32,29.87,SLIGHTLY_HIGH,synthetic
synthetic-009168,Madurai,BIKE_TAXI,16.94,40,EVENING,WEEKDAY,HIGH,CLEAR,20,8,0,1.3,261.0,202.18,29.1,SLIGHTLY_HIGH,synthetic
synthetic-009169,Bengaluru,TAXI,11.37,29,DAY,SUNDAY,LOW,RAIN,50,18,0,1.0,218.0,254.66,-14.4,FAIR,synthetic
synthetic-009170,Madurai,TAXI,21.2,58,NIGHT,SATURDAY,NORMAL,RAIN,50,18,0,1.0,418.0,431.6,-3.15,FAIR,synthetic
synthetic-009171,Madurai,TAXI,2.83,5,MORNING,SUNDAY,NORMAL,COLD,50,18,0,1.1,115.0,111.03,3.57,FAIR,synthetic
synthetic-009172,Chennai,BUS,11.61,24,MORNING,SUNDAY,NORMAL,HOT,10,2,0,1.0,35.0,33.22,5.36,FAIR,synthetic
synthetic-009173,Madurai,BUS,20.95,52,NIGHT,SUNDAY,NORMAL,COLD,10,2,0,1.0,97.0,51.9,86.9,OVERCHARGED,synthetic
synthetic-009174,Madurai,BIKE_TAXI,17.9,52,MORNING,SATURDAY,LOW,HOT,20,8,0,1.0,200.0,163.2,22.55,SLIGHTLY_HIGH,synthetic
synthetic-009175,Coimbatore,TAXI,3.39,6,NIGHT,SATURDAY,NORMAL,RAIN,50,18,0,1.0,209.0,111.02,88.25,OVERCHARGED,synthetic
synthetic-009176,Bengaluru,BUS,19.16,53,EVENING,SUNDAY,NORMAL,COLD,10,2,0,1.0,44.0,48.32,-8.94,FAIR,synthetic
synthetic-009177,Madurai,TAXI,7.59,26,MORNING,WEEKDAY,LOW,COLD,50,18,0,1.0,372.0,186.62,99.34,OVERCHARGED,synthetic
synthetic-009178,Bengaluru,AUTO,14.79,31,DAY,SATURDAY,HIGH,RAIN,30,12,0,1.0,192.0,207.48,-7.46,FAIR,synthetic
synthetic-009179,Madurai,BUS,21.88,46,EVENING,SATURDAY,LOW,COLD,10,2,0,1.0,48.0,53.76,-10.71,FAIR,synthetic
synthetic-009180,Madurai,BIKE_TAXI,8.16,23,DAY,WEEKDAY,LOW,CLEAR,20,8,0,1.2,108.0,102.34,5.53,FAIR,synthetic
synthetic-009181,Chennai,AUTO,21.57,38,MORNING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,253.0,288.84,-12.41,FAIR,synthetic
synthetic-009182,Coimbatore,AUTO,11.45,29,NIGHT,WEEKDAY,NORMAL,HOT,30,12,0,1.5,320.0,251.1,27.44,SLIGHTLY_HIGH,synthetic
synthetic-009183,Coimbatore,AUTO,5.47,3,DAY,SATURDAY,NORMAL,CLEAR,30,12,0,1.0,100.0,95.64,4.56,FAIR,synthetic
synthetic-009184,Coimbatore,BUS,5.04,22,DAY,SATURDAY,LOW,RAIN,10,2,0,1.0,37.0,20.08,84.26,OVERCHARGED,synthetic
synthetic-009185,Bengaluru,BUS,18.59,51,EVENING,SUNDAY,HIGH,HOT,10,2,0,1.0,43.0,47.18,-8.86,FAIR,synthetic
synthetic-009186,Coimbatore,BUS,1.18,10,EVENING,SUNDAY,NORMAL,RAIN,10,2,0,1.0,12.0,12.36,-2.91,FAIR,synthetic
synthetic-009187,Coimbatore,BIKE_TAXI,13.26,38,NIGHT,WEEKDAY,LOW,CLEAR,20,8,0,1.0,116.0,126.08,-7.99,FAIR,synthetic
synthetic-009188,Bengaluru,AUTO,6.72,9,EVENING,WEEKDAY,LOW,RAIN,30,12,0,1.0,143.0,110.64,29.25,SLIGHTLY_HIGH,synthetic
synthetic-009189,Coimbatore,BUS,2.43,3,EVENING,SUNDAY,NORMAL,CLEAR,10,2,0,1.0,15.0,14.86,0.94,FAIR,synthetic
synthetic-009190,Chennai,BIKE_TAXI,6.31,19,DAY,SUNDAY,NORMAL,HOT,20,8,0,1.0,99.0,70.48,40.47,OVERCHARGED,synthetic
synthetic-009191,Madurai,BIKE_TAXI,19.93,40,MORNING,SUNDAY,LOW,COLD,20,8,0,1.0,338.0,179.44,88.36,OVERCHARGED,synthetic
synthetic-009192,Chennai,AUTO,13.72,22,NIGHT,SATURDAY,NORMAL,CLEAR,30,12,0,1.2,502.0,233.57,114.93,OVERCHARGED,synthetic
synthetic-009193,Coimbatore,AUTO,7.0,10,NIGHT,WEEKDAY,LOW,RAIN,30,12,0,1.0,106.0,114.0,-7.02,FAIR,synthetic
synthetic-009194,Bengaluru,AUTO,13.26,21,DAY,SUNDAY,NORMAL,CLEAR,30,12,0,1.1,264.0,208.03,26.9,SLIGHTLY_HIGH,synthetic
synthetic-009195,Bengaluru,BUS,19.89,65,EVENING,WEEKDAY,HIGH,CLEAR,10,2,0,1.1,51.0,54.76,-6.86,FAIR,synthetic
synthetic-009196,Bengaluru,BUS,9.63,23,NIGHT,SATURDAY,LOW,COLD,10,2,0,1.0,59.0,29.26,101.64,OVERCHARGED,synthetic
synthetic-009197,Bengaluru,BUS,18.81,59,DAY,SATURDAY,NORMAL,RAIN,10,2,0,1.3,55.0,61.91,-11.16,FAIR,synthetic
synthetic-009198,Bengaluru,TAXI,15.3,39,MORNING,SUNDAY,NORMAL,HOT,50,18,0,1.0,307.0,325.4,-5.65,FAIR,synthetic
synthetic-009199,Madurai,BUS,13.32,41,NIGHT,WEEKDAY,NORMAL,COLD,10,2,0,1.5,63.0,54.96,14.63,SLIGHTLY_HIGH,synthetic
synthetic-009200,Coimbatore,BUS,15.29,31,NIGHT,WEEKDAY,HIGH,HOT,10,2,0,1.0,44.0,40.58,8.43,FAIR,synthetic
synthetic-009201,Bengaluru,BIKE_TAXI,21.85,48,MORNING,WEEKDAY,LOW,COLD,20,8,0,1.0,176.0,194.8,-9.65,FAIR,synthetic
synthetic-009202,Bengaluru,TAXI,7.41,26,MORNING,SATURDAY,NORMAL,COLD,50,18,0,1.0,209.0,183.38,13.97,SLIGHTLY_HIGH,synthetic
synthetic-009203,Chennai,BIKE_TAXI,14.78,42,MORNING,WEEKDAY,LOW,HOT,20,8,0,1.0,138.0,138.24,-0.17,FAIR,synthetic
synthetic-009204,Chennai,BUS,12.69,38,DAY,SATURDAY,LOW,CLEAR,10,2,0,1.0,60.0,35.38,69.59,OVERCHARGED,synthetic
synthetic-009205,Chennai,AUTO,16.73,52,NIGHT,SUNDAY,NORMAL,CLEAR,30,12,0,1.2,280.0,276.91,1.12,FAIR,synthetic
synthetic-009206,Chennai,AUTO,9.17,24,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.1,185.0,154.04,20.1,SLIGHTLY_HIGH,synthetic
synthetic-009207,Bengaluru,BIKE_TAXI,8.95,17,MORNING,SUNDAY,LOW,HOT,20,8,0,1.0,148.0,91.6,61.57,OVERCHARGED,synthetic
synthetic-009208,Coimbatore,BIKE_TAXI,4.73,7,MORNING,SUNDAY,LOW,COLD,20,8,0,1.0,61.0,57.84,5.46,FAIR,synthetic
synthetic-009209,Madurai,AUTO,14.77,44,MORNING,SUNDAY,LOW,CLEAR,30,12,0,1.0,194.0,207.24,-6.39,FAIR,synthetic
synthetic-009210,Bengaluru,BUS,19.78,45,EVENING,SUNDAY,HIGH,RAIN,10,2,0,1.0,43.0,49.56,-13.24,FAIR,synthetic
synthetic-009211,Coimbatore,BIKE_TAXI,14.56,29,EVENING,SATURDAY,LOW,RAIN,20,8,0,1.0,129.0,136.48,-5.48,FAIR,synthetic
synthetic-009212,Madurai,TAXI,1.08,3,DAY,SUNDAY,NORMAL,RAIN,50,18,0,1.0,70.0,80.0,-12.5,FAIR,synthetic
synthetic-009213,Coimbatore,BIKE_TAXI,4.78,13,EVENING,SUNDAY,NORMAL,COLD,20,8,0,1.0,50.0,58.24,-14.15,FAIR,synthetic
synthetic-009214,Chennai,TAXI,21.63,54,EVENING,SATURDAY,LOW,RAIN,50,18,0,1.0,510.0,439.34,16.08,SLIGHTLY_HIGH,synthetic
synthetic-009215,Madurai,AUTO,12.84,24,MORNING,WEEKDAY,HIGH,RAIN,30,12,0,1.3,268.0,239.3,11.99,SLIGHTLY_HIGH,synthetic
synthetic-009216,Coimbatore,BUS,15.95,47,MORNING,WEEKDAY,LOW,RAIN,10,2,0,1.2,43.0,50.28,-14.48,FAIR,synthetic
synthetic-009217,Bengaluru,BUS,10.92,20,NIGHT,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,57.0,31.84,79.02,OVERCHARGED,synthetic
synthetic-009218,Madurai,BIKE_TAXI,8.09,18,NIGHT,SATURDAY,HIGH,RAIN,20,8,0,1.0,89.0,84.72,5.05,FAIR,synthetic
synthetic-009219,Madurai,AUTO,5.0,17,DAY,SATURDAY,LOW,RAIN,30,12,0,1.0,111.0,90.0,23.33,SLIGHTLY_HIGH,synthetic
synthetic-009220,Coimbatore,TAXI,11.96,26,DAY,SATURDAY,NORMAL,CLEAR,50,18,0,1.0,481.0,265.28,81.32,OVERCHARGED,synthetic
synthetic-009221,Bengaluru,BIKE_TAXI,12.6,29,NIGHT,WEEKDAY,LOW,COLD,20,8,0,1.0,179.0,120.8,48.18,OVERCHARGED,synthetic
synthetic-009222,Chennai,BUS,17.29,38,DAY,WEEKDAY,LOW,HOT,10,2,0,1.0,78.0,44.58,74.97,OVERCHARGED,synthetic
synthetic-009223,Bengaluru,BUS,9.71,21,MORNING,SATURDAY,NORMAL,COLD,10,2,0,1.0,28.0,29.42,-4.83,FAIR,synthetic
synthetic-009224,Bengaluru,AUTO,16.42,41,DAY,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,197.0,227.04,-13.23,FAIR,synthetic
synthetic-009225,Madurai,BUS,18.65,32,MORNING,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,92.0,47.3,94.5,OVERCHARGED,synthetic
synthetic-009226,Madurai,TAXI,9.75,30,NIGHT,SUNDAY,LOW,CLEAR,50,18,0,1.0,284.0,225.5,25.94,SLIGHTLY_HIGH,synthetic
synthetic-009227,Coimbatore,BIKE_TAXI,17.84,37,EVENING,WEEKDAY,NORMAL,HOT,20,8,0,1.1,168.0,178.99,-6.14,FAIR,synthetic
synthetic-009228,Bengaluru,BIKE_TAXI,5.77,16,NIGHT,WEEKDAY,HIGH,HOT,20,8,0,1.5,111.0,99.24,11.85,SLIGHTLY_HIGH,synthetic
synthetic-009229,Bengaluru,BUS,21.63,46,EVENING,SATURDAY,NORMAL,HOT,10,2,0,1.0,61.0,53.26,14.53,SLIGHTLY_HIGH,synthetic
synthetic-009230,Coimbatore,AUTO,5.42,10,NIGHT,WEEKDAY,LOW,CLEAR,30,12,0,1.0,107.0,95.04,12.58,SLIGHTLY_HIGH,synthetic
synthetic-009231,Chennai,BUS,5.01,10,EVENING,WEEKDAY,LOW,CLEAR,10,2,0,1.0,21.0,20.02,4.9,FAIR,synthetic
synthetic-009232,Madurai,AUTO,19.43,42,NIGHT,WEEKDAY,HIGH,RAIN,30,12,0,1.0,538.0,263.16,104.44,OVERCHARGED,synthetic
synthetic-009233,Madurai,AUTO,9.99,24,MORNING,WEEKDAY,LOW,RAIN,30,12,0,1.0,136.0,149.88,-9.26,FAIR,synthetic
synthetic-009234,Bengaluru,AUTO,19.08,39,DAY,SUNDAY,NORMAL,HOT,30,12,0,1.0,220.0,258.96,-15.04,FAIR,synthetic
synthetic-009235,Chennai,TAXI,1.18,5,DAY,SATURDAY,NORMAL,HOT,50,18,0,1.3,89.0,92.61,-3.9,FAIR,synthetic
synthetic-009236,Madurai,BIKE_TAXI,9.38,33,MORNING,SATURDAY,LOW,RAIN,20,8,0,1.0,111.0,95.04,16.79,SLIGHTLY_HIGH,synthetic
synthetic-009237,Chennai,BIKE_TAXI,11.02,19,NIGHT,SUNDAY,NORMAL,COLD,20,8,0,1.1,105.0,118.98,-11.75,FAIR,synthetic
synthetic-009238,Coimbatore,BUS,8.94,25,EVENING,SUNDAY,LOW,HOT,10,2,0,1.3,39.0,36.24,7.6,FAIR,synthetic
synthetic-009239,Coimbatore,BIKE_TAXI,2.96,9,DAY,SUNDAY,LOW,COLD,20,8,0,1.0,43.0,43.68,-1.56,FAIR,synthetic
synthetic-009240,Bengaluru,BUS,14.1,42,MORNING,SUNDAY,NORMAL,RAIN,10,2,0,1.2,65.0,45.84,41.8,OVERCHARGED,synthetic
synthetic-009241,Madurai,BUS,8.74,30,MORNING,SATURDAY,NORMAL,COLD,10,2,0,1.0,27.0,27.48,-1.75,FAIR,synthetic
synthetic-009242,Chennai,AUTO,12.56,41,DAY,WEEKDAY,LOW,RAIN,30,12,0,1.0,161.0,180.72,-10.91,FAIR,synthetic
synthetic-009243,Madurai,BIKE_TAXI,17.09,40,NIGHT,SATURDAY,LOW,COLD,20,8,0,1.0,170.53446788959477,156.72,8.81,FAIR,synthetic
synthetic-009244,Chennai,BUS,8.02,17,EVENING,SUNDAY,NORMAL,HOT,10,2,0,1.2,40.0,31.25,28.01,SLIGHTLY_HIGH,synthetic
synthetic-009245,Chennai,BUS,3.09,8,NIGHT,SUNDAY,NORMAL,CLEAR,10,2,0,1.3,29.0,21.03,37.87,OVERCHARGED,synthetic
synthetic-009246,Bengaluru,TAXI,21.64,40,MORNING,WEEKDAY,HIGH,CLEAR,50,18,0,1.3,501.0,571.38,-12.32,FAIR,synthetic
synthetic-009247,Madurai,BUS,13.97,42,NIGHT,SATURDAY,NORMAL,RAIN,10,2,0,1.1,41.0,41.73,-1.76,FAIR,synthetic
synthetic-009248,Coimbatore,TAXI,18.15,33,MORNING,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,367.0,376.7,-2.57,FAIR,synthetic
synthetic-009249,Bengaluru,BIKE_TAXI,19.65,48,DAY,SATURDAY,NORMAL,RAIN,20,8,0,1.0,285.0,177.2,60.84,OVERCHARGED,synthetic
synthetic-009250,Coimbatore,BIKE_TAXI,4.66,3,EVENING,SUNDAY,LOW,HOT,20,8,0,1.3,68.0,74.46,-8.68,FAIR,synthetic
synthetic-009251,Madurai,AUTO,15.26,29,MORNING,WEEKDAY,LOW,HOT,30,12,0,1.3,238.0,277.06,-14.1,FAIR,synthetic
synthetic-009252,Coimbatore,BUS,10.66,35,MORNING,WEEKDAY,NORMAL,COLD,10,2,0,1.0,27.0,31.32,-13.79,FAIR,synthetic
synthetic-009253,Chennai,TAXI,21.83,44,MORNING,WEEKDAY,NORMAL,CLEAR,50,18,0,1.0,555.0,442.94,25.3,SLIGHTLY_HIGH,synthetic
synthetic-009254,Bengaluru,BIKE_TAXI,16.66,37,EVENING,WEEKDAY,NORMAL,HOT,20,8,0,1.0,219.0,153.28,42.88,OVERCHARGED,synthetic
synthetic-009255,Chennai,AUTO,18.74,51,MORNING,SUNDAY,NORMAL,COLD,30,12,0,1.0,224.0,254.88,-12.12,FAIR,synthetic
synthetic-009256,Madurai,BIKE_TAXI,14.66,41,NIGHT,SATURDAY,LOW,HOT,20,8,0,1.1,138.0,151.01,-8.61,FAIR,synthetic
synthetic-009257,Coimbatore,BIKE_TAXI,18.78,37,EVENING,WEEKDAY,HIGH,RAIN,20,8,0,1.0,164.0,170.24,-3.67,FAIR,synthetic
synthetic-009258,Bengaluru,BUS,7.49,21,EVENING,SATURDAY,LOW,HOT,10,2,0,1.0,27.0,24.98,8.09,FAIR,synthetic
synthetic-009259,Bengaluru,AUTO,10.77,25,DAY,SATURDAY,NORMAL,RAIN,30,12,0,1.0,143.0,159.24,-10.2,FAIR,synthetic
synthetic-009260,Madurai,AUTO,19.4,47,DAY,SATURDAY,LOW,COLD,30,12,0,1.0,330.0,262.8,25.57,SLIGHTLY_HIGH,synthetic
synthetic-009261,Bengaluru,BIKE_TAXI,19.06,48,EVENING,SUNDAY,LOW,COLD,20,8,0,1.5,239.0,258.72,-7.62,FAIR,synthetic
synthetic-009262,Bengaluru,TAXI,14.47,33,NIGHT,SUNDAY,NORMAL,RAIN,50,18,0,1.0,289.0,310.46,-6.91,FAIR,synthetic
synthetic-009263,Coimbatore,BUS,16.3,35,MORNING,WEEKDAY,LOW,COLD,10,2,0,1.0,39.0,42.6,-8.45,FAIR,synthetic
synthetic-009264,Coimbatore,AUTO,4.12,9,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,90.0,79.44,13.29,SLIGHTLY_HIGH,synthetic
synthetic-009265,Chennai,AUTO,8.8,15,MORNING,SATURDAY,HIGH,HOT,30,12,0,1.0,122.0,135.6,-10.03,FAIR,synthetic
synthetic-009266,Bengaluru,AUTO,20.76,58,EVENING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,423.0,279.12,51.55,OVERCHARGED,synthetic
synthetic-009267,Madurai,TAXI,8.34,24,EVENING,WEEKDAY,HIGH,RAIN,50,18,0,1.2,352.0,240.14,46.58,OVERCHARGED,synthetic
synthetic-009268,Bengaluru,BIKE_TAXI,8.66,29,MORNING,SATURDAY,LOW,RAIN,20,8,0,1.0,116.0,89.28,29.93,SLIGHTLY_HIGH,synthetic
synthetic-009269,Coimbatore,AUTO,12.85,24,NIGHT,SUNDAY,NORMAL,HOT,30,12,0,1.0,238.0,184.2,29.21,SLIGHTLY_HIGH,synthetic
synthetic-009270,Coimbatore,BIKE_TAXI,8.71,23,MORNING,SUNDAY,NORMAL,COLD,20,8,0,1.0,86.0,89.68,-4.1,FAIR,synthetic
synthetic-009271,Coimbatore,BIKE_TAXI,3.5,3,EVENING,SATURDAY,NORMAL,COLD,20,8,0,1.0,42.0,48.0,-12.5,FAIR,synthetic
synthetic-009272,Coimbatore,BUS,14.44,48,DAY,SUNDAY,NORMAL,HOT,10,2,0,1.0,41.0,38.88,5.45,FAIR,synthetic
synthetic-009273,Bengaluru,BIKE_TAXI,7.32,24,DAY,SATURDAY,NORMAL,CLEAR,20,8,0,1.0,87.0,78.56,10.74,SLIGHTLY_HIGH,synthetic
synthetic-009274,Coimbatore,AUTO,9.06,22,EVENING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,126.0,138.72,-9.17,FAIR,synthetic
synthetic-009275,Bengaluru,TAXI,18.13,38,NIGHT,SATURDAY,NORMAL,RAIN,50,18,0,1.2,473.0,451.61,4.74,FAIR,synthetic
synthetic-009276,Chennai,BIKE_TAXI,12.58,23,MORNING,SATURDAY,NORMAL,COLD,20,8,0,1.2,128.0,144.77,-11.58,FAIR,synthetic
synthetic-009277,Madurai,AUTO,1.47,3,NIGHT,SATURDAY,LOW,HOT,30,12,0,1.5,104.0,71.46,45.54,OVERCHARGED,synthetic
synthetic-009278,Madurai,BIKE_TAXI,6.97,27,DAY,WEEKDAY,NORMAL,HOT,20,8,0,1.0,156.0,75.76,105.91,OVERCHARGED,synthetic
synthetic-009279,Coimbatore,BUS,13.3,34,EVENING,SATURDAY,NORMAL,COLD,10,2,0,1.0,35.0,36.6,-4.37,FAIR,synthetic
synthetic-009280,Coimbatore,BIKE_TAXI,8.81,26,MORNING,WEEKDAY,NORMAL,CLEAR,20,8,0,1.2,155.0,108.58,42.76,OVERCHARGED,synthetic
synthetic-009281,Madurai,BIKE_TAXI,15.91,27,EVENING,SUNDAY,HIGH,CLEAR,20,8,0,1.0,143.0,147.28,-2.91,FAIR,synthetic
synthetic-009282,Coimbatore,TAXI,17.7,48,EVENING,SUNDAY,NORMAL,COLD,50,18,0,1.0,386.0,368.6,4.72,FAIR,synthetic
synthetic-009283,Bengaluru,BUS,17.47,49,DAY,SATURDAY,NORMAL,RAIN,10,2,0,1.5,59.0,67.41,-12.48,FAIR,synthetic
synthetic-009284,Chennai,TAXI,10.41,20,MORNING,SUNDAY,LOW,CLEAR,50,18,0,1.0,308.0,237.38,29.75,SLIGHTLY_HIGH,synthetic
synthetic-009285,Bengaluru,TAXI,13.95,42,NIGHT,WEEKDAY,NORMAL,CLEAR,50,18,0,1.0,446.0,301.1,48.12,OVERCHARGED,synthetic
synthetic-009286,Madurai,AUTO,1.41,4,DAY,WEEKDAY,LOW,COLD,30,12,0,1.0,85.0,46.92,81.16,OVERCHARGED,synthetic
