latitude,longitude,timeOfDay,dayOfWeek,policeDistanceKm,hospitalDistanceKm,fireStationDistanceKm,emergencyResponseDistanceKm,incidentCount,crimeReports,touristReports,lightingScore,crowdDensity,transportAvailability,safetyLevel,datasetSource
12.85359,80.38829,MORNING,WEEKDAY,5.55,4.48,6.16,7.8,2,0,0,79,NORMAL,LOW,MODERATE,synthetic
12.80116,80.38563,DAY,SATURDAY,0.42,0.6,2.45,1.78,0,0,0,76,HIGH,MODERATE,SAFE,synthetic
13.08582,80.02174,NIGHT,SUNDAY,6.12,6.64,9.55,21.05,1,0,8,13,LOW,LOW,HIGH_RISK,synthetic
13.03907,80.33943,NIGHT,SUNDAY,5.5,3.24,7.73,9.7,6,2,0,73,NORMAL,MODERATE,MODERATE,synthetic
13.2415,80.10426,MORNING,SUNDAY,0.13,1.44,0.43,2.65,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
13.27135,80.32749,MORNING,SUNDAY,0.31,2.0,2.65,3.65,0,0,0,84,NORMAL,MODERATE,SAFE,synthetic
13.21688,80.11036,DAY,WEEKDAY,10.54,7.31,10.29,14.86,7,3,3,9,LOW,LOW,HIGH_RISK,synthetic
13.0315,80.27337,NIGHT,SUNDAY,7.0,5.88,7.92,14.58,1,0,1,28,LOW,LOW,MODERATE,synthetic
13.10203,80.28305,NIGHT,WEEKDAY,4.29,6.64,2.05,9.36,2,2,1,52,NORMAL,MODERATE,MODERATE,synthetic
12.88047,80.22937,EVENING,SUNDAY,3.22,6.46,4.89,4.55,3,0,0,35,NORMAL,MODERATE,MODERATE,synthetic
13.0607,80.27265,DAY,SUNDAY,0.96,1.2,0.63,0.6,0,0,0,73,NORMAL,MODERATE,SAFE,synthetic
13.16984,80.13656,MORNING,SATURDAY,2.12,1.75,3.68,5.95,0,1,0,55,NORMAL,MODERATE,SAFE,synthetic
12.80366,80.10739,DAY,SATURDAY,5.4,6.49,5.82,3.38,0,0,1,78,HIGH,LOW,MODERATE,synthetic
13.03887,80.11436,EVENING,WEEKDAY,8.15,12.81,5.24,12.07,0,3,0,25,LOW,LOW,HIGH_RISK,synthetic
12.87071,80.29208,EVENING,WEEKDAY,2.12,2.42,7.33,9.88,2,1,0,43,LOW,MODERATE,MODERATE,synthetic
12.9981,80.12953,NIGHT,SUNDAY,4.05,8.36,8.19,23.14,0,1,1,29,DESERTED,MODERATE,MODERATE,synthetic
12.89476,80.18269,EVENING,SATURDAY,9.71,10.21,8.22,21.75,6,0,0,37,LOW,LOW,HIGH_RISK,synthetic
12.91258,80.27411,MORNING,WEEKDAY,2.14,2.46,5.27,10.7,1,6,0,53,NORMAL,MODERATE,MODERATE,synthetic
12.99454,80.12043,DAY,SATURDAY,12.59,6.32,10.65,16.39,5,2,0,10,LOW,LOW,HIGH_RISK,synthetic
13.26368,80.34107,DAY,WEEKDAY,3.83,3.61,5.35,11.05,3,0,1,48,NORMAL,HIGH,SAFE,synthetic
12.94373,80.18037,NIGHT,WEEKDAY,13.22,8.01,5.74,22.19,0,11,0,20,LOW,MODERATE,HIGH_RISK,synthetic
13.28187,80.25807,DAY,WEEKDAY,4.23,5.69,6.81,5.43,0,1,0,53,NORMAL,HIGH,SAFE,synthetic
13.04942,80.19387,MORNING,SATURDAY,1.53,2.24,6.25,10.65,1,3,0,79,NORMAL,MODERATE,MODERATE,synthetic
12.93368,80.18762,EVENING,WEEKDAY,0.31,0.2,1.53,3.7,0,0,0,78,HIGH,MODERATE,SAFE,synthetic
13.05813,80.39707,EVENING,SUNDAY,0.32,1.71,1.91,1.45,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
12.87633,80.12097,NIGHT,WEEKDAY,8.26,13.53,10.54,16.49,1,13,4,26,DESERTED,LOW,HIGH_RISK,synthetic
13.17079,80.03039,MORNING,SATURDAY,5.87,4.82,5.32,8.66,2,0,0,58,LOW,LOW,MODERATE,synthetic
13.14377,80.34379,EVENING,SUNDAY,1.78,1.35,1.32,2.97,0,0,0,96,HIGH,HIGH,SAFE,synthetic
12.89832,80.03647,MORNING,WEEKDAY,2.39,2.57,5.0,6.48,1,1,0,37,LOW,HIGH,MODERATE,synthetic
13.20369,80.05629,DAY,SATURDAY,1.69,1.59,3.14,8.36,0,0,0,74,HIGH,HIGH,SAFE,synthetic
12.82324,80.22638,NIGHT,WEEKDAY,5.36,6.32,15.61,23.4,1,5,2,12,DESERTED,LOW,HIGH_RISK,synthetic
13.03028,80.01641,MORNING,SATURDAY,2.68,6.37,2.52,5.73,1,2,0,35,NORMAL,LOW,MODERATE,synthetic
13.07268,80.02579,DAY,WEEKDAY,1.47,1.81,1.29,1.3,0,0,0,79,NORMAL,MODERATE,SAFE,synthetic
13.19834,80.06287,MORNING,WEEKDAY,4.39,5.79,2.03,8.68,7,1,0,47,NORMAL,LOW,MODERATE,synthetic
12.84612,80.17298,DAY,WEEKDAY,1.76,2.26,1.39,1.8,1,0,0,80,HIGH,MODERATE,SAFE,synthetic
13.24756,80.32569,NIGHT,SUNDAY,4.02,13.95,9.79,8.47,3,1,0,10,DESERTED,LOW,HIGH_RISK,synthetic
13.28134,80.0094,EVENING,SATURDAY,5.73,7.18,14.41,8.86,10,6,2,31,DESERTED,LOW,HIGH_RISK,synthetic
13.12362,80.25867,NIGHT,SUNDAY,5.16,5.72,5.48,7.43,2,3,0,38,NORMAL,LOW,MODERATE,synthetic
13.09813,80.19384,EVENING,WEEKDAY,3.4,6.09,6.26,8.37,1,2,0,70,NORMAL,LOW,MODERATE,synthetic
13.03434,80.10931,EVENING,WEEKDAY,0.81,2.29,1.74,3.05,0,0,0,92,NORMAL,MODERATE,SAFE,synthetic
12.91459,80.35281,DAY,SUNDAY,0.54,1.03,2.09,1.51,0,0,0,94,NORMAL,HIGH,SAFE,synthetic
13.01325,80.3152,DAY,SATURDAY,1.09,0.15,1.66,3.21,0,0,0,95,NORMAL,HIGH,SAFE,synthetic
13.13326,80.01271,MORNING,WEEKDAY,0.26,1.53,0.31,1.37,0,0,0,86,NORMAL,HIGH,SAFE,synthetic
12.91327,80.05985,DAY,SUNDAY,0.95,2.26,0.95,2.37,1,0,0,74,NORMAL,MODERATE,SAFE,synthetic
13.29998,80.17613,MORNING,SATURDAY,3.39,1.95,2.74,6.4,0,0,0,69,LOW,MODERATE,SAFE,synthetic
13.11105,80.13067,EVENING,SATURDAY,1.33,1.73,1.83,2.7,0,0,0,73,HIGH,HIGH,SAFE,synthetic
12.92687,80.33191,EVENING,WEEKDAY,10.8,6.99,8.4,19.1,0,18,0,16,DESERTED,LOW,HIGH_RISK,synthetic
12.90545,80.3076,MORNING,SUNDAY,5.24,5.71,2.74,3.13,2,0,1,55,HIGH,HIGH,MODERATE,synthetic
13.13227,80.03392,EVENING,SATURDAY,1.58,1.97,3.57,8.06,2,1,2,36,NORMAL,HIGH,SAFE,synthetic
12.83988,80.17109,DAY,WEEKDAY,5.64,1.99,2.61,7.09,2,1,0,47,NORMAL,LOW,SAFE,synthetic
12.8903,80.06594,EVENING,SATURDAY,0.66,0.26,2.8,1.75,0,0,0,77,NORMAL,HIGH,SAFE,synthetic
13.25381,80.38925,DAY,SATURDAY,7.03,4.61,10.83,18.15,0,1,0,28,DESERTED,LOW,MODERATE,synthetic
13.24668,80.13249,DAY,SATURDAY,4.52,5.08,3.21,3.52,0,1,0,68,NORMAL,HIGH,MODERATE,synthetic
13.27582,80.11726,MORNING,SATURDAY,5.98,4.49,4.99,8.93,4,0,0,53,NORMAL,LOW,MODERATE,synthetic
12.95439,80.11379,EVENING,SATURDAY,3.69,5.84,5.81,10.54,4,0,0,59,HIGH,MODERATE,MODERATE,synthetic
13.05803,80.15417,MORNING,WEEKDAY,3.74,3.82,6.7,10.07,1,1,0,79,LOW,MODERATE,SAFE,synthetic
13.11319,80.37703,NIGHT,WEEKDAY,2.45,4.48,7.1,11.0,0,2,2,72,NORMAL,HIGH,MODERATE,synthetic
12.8549,80.29905,MORNING,SUNDAY,4.25,5.75,5.63,4.49,0,2,1,40,NORMAL,LOW,MODERATE,synthetic
13.27281,80.09039,DAY,WEEKDAY,0.41,1.52,0.71,1.01,0,0,0,75,HIGH,MODERATE,SAFE,synthetic
12.8096,80.17435,NIGHT,SUNDAY,11.98,4.08,8.9,18.99,7,0,3,25,DESERTED,MODERATE,HIGH_RISK,synthetic
12.84718,80.25169,DAY,SATURDAY,4.08,3.12,5.57,4.39,0,2,0,36,NORMAL,HIGH,SAFE,synthetic
12.99254,80.25341,EVENING,WEEKDAY,4.44,6.86,7.47,11.28,5,1,1,56,NORMAL,HIGH,MODERATE,synthetic
13.14627,80.26948,DAY,WEEKDAY,4.7,2.4,7.36,4.78,1,1,0,60,HIGH,HIGH,SAFE,synthetic
13.26351,80.01177,NIGHT,SATURDAY,13.35,12.46,11.29,23.79,0,5,2,33,DESERTED,LOW,HIGH_RISK,synthetic
12.86813,80.12148,EVENING,SATURDAY,1.97,0.15,1.48,0.61,1,0,0,72,NORMAL,MODERATE,SAFE,synthetic
13.0635,80.12631,EVENING,SUNDAY,2.29,3.03,5.57,5.1,2,0,0,79,LOW,LOW,SAFE,synthetic
13.20762,80.34172,DAY,WEEKDAY,3.35,5.38,2.98,9.23,0,0,0,78,LOW,MODERATE,SAFE,synthetic
13.25859,80.0773,DAY,SATURDAY,1.93,1.2,1.05,2.68,1,0,0,81,NORMAL,MODERATE,SAFE,synthetic
13.21843,80.32514,MORNING,SUNDAY,1.93,6.47,6.16,5.73,0,1,0,73,LOW,HIGH,SAFE,synthetic
13.03515,80.2168,DAY,WEEKDAY,1.79,1.03,2.06,2.54,0,0,0,83,NORMAL,MODERATE,SAFE,synthetic
12.88303,80.14077,NIGHT,SUNDAY,9.63,8.78,14.15,18.66,2,1,4,17,DESERTED,LOW,HIGH_RISK,synthetic
13.18987,80.28419,DAY,SUNDAY,2.53,6.43,4.13,5.44,0,0,2,57,NORMAL,LOW,MODERATE,synthetic
12.924,80.16125,DAY,SATURDAY,0.24,1.8,0.51,2.79,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
13.17917,80.14709,DAY,SUNDAY,0.24,1.52,0.38,2.92,0,0,0,78,HIGH,HIGH,SAFE,synthetic
13.08597,80.35399,EVENING,SUNDAY,4.27,5.18,4.31,10.56,1,0,0,56,HIGH,MODERATE,MODERATE,synthetic
13.11298,80.14426,NIGHT,WEEKDAY,7.23,5.57,8.7,10.37,13,14,1,23,DESERTED,MODERATE,HIGH_RISK,synthetic
12.84312,80.33658,NIGHT,WEEKDAY,10.87,5.82,14.51,19.7,0,3,0,18,LOW,LOW,HIGH_RISK,synthetic
13.08921,80.18089,NIGHT,WEEKDAY,11.94,9.98,5.02,23.93,3,4,2,37,LOW,LOW,HIGH_RISK,synthetic
12.82165,80.36212,NIGHT,WEEKDAY,5.07,7.89,13.72,23.53,11,3,0,17,DESERTED,LOW,HIGH_RISK,synthetic
13.08487,80.25218,MORNING,SATURDAY,0.31,1.88,2.9,2.18,0,0,0,87,HIGH,MODERATE,SAFE,synthetic
13.20424,80.18999,EVENING,SATURDAY,0.86,1.44,0.68,1.25,0,0,0,86,HIGH,MODERATE,SAFE,synthetic
13.07502,80.19911,DAY,SUNDAY,2.0,1.83,2.11,1.68,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
13.19212,80.30269,EVENING,WEEKDAY,0.14,1.53,1.71,2.26,0,0,0,89,HIGH,MODERATE,SAFE,synthetic
13.06255,80.2396,DAY,SATURDAY,0.46,0.86,1.54,1.61,0,0,0,97,HIGH,HIGH,SAFE,synthetic
12.96037,80.08745,DAY,SATURDAY,5.36,4.05,5.79,10.69,2,0,0,53,NORMAL,LOW,MODERATE,synthetic
13.005,80.26559,DAY,SATURDAY,4.47,6.96,3.76,10.74,1,1,0,62,LOW,LOW,MODERATE,synthetic
12.98825,80.30881,MORNING,WEEKDAY,5.69,1.52,6.89,9.85,0,5,0,40,NORMAL,MODERATE,MODERATE,synthetic
12.99237,80.15231,EVENING,WEEKDAY,4.6,4.95,7.06,8.68,7,0,0,45,HIGH,MODERATE,MODERATE,synthetic
12.98671,80.31894,DAY,WEEKDAY,5.29,4.21,6.9,11.36,0,1,0,75,LOW,MODERATE,SAFE,synthetic
13.16152,80.30682,MORNING,WEEKDAY,4.27,5.8,7.04,3.68,0,0,1,65,NORMAL,MODERATE,SAFE,synthetic
12.96652,80.04998,MORNING,WEEKDAY,2.19,2.35,3.69,6.38,9,0,1,57,LOW,LOW,HIGH_RISK,synthetic
12.82498,80.29053,EVENING,SUNDAY,12.69,6.78,12.24,11.93,11,2,2,26,DESERTED,LOW,HIGH_RISK,synthetic
13.15826,80.28461,EVENING,SUNDAY,0.86,2.03,2.43,3.72,0,0,0,83,NORMAL,HIGH,SAFE,synthetic
12.8773,80.26145,MORNING,SATURDAY,4.41,5.33,7.27,7.39,0,4,0,79,NORMAL,LOW,MODERATE,synthetic
13.06475,80.04101,EVENING,WEEKDAY,3.32,2.75,4.24,9.16,0,0,0,61,NORMAL,LOW,SAFE,synthetic
13.08403,80.02597,MORNING,SATURDAY,1.52,6.82,6.32,10.95,0,1,0,70,LOW,MODERATE,MODERATE,synthetic
13.08784,80.22336,DAY,SATURDAY,1.14,1.1,0.32,3.08,0,0,0,96,HIGH,MODERATE,SAFE,synthetic
12.89675,80.03982,NIGHT,WEEKDAY,2.33,4.0,2.74,7.0,0,3,0,78,NORMAL,MODERATE,SAFE,synthetic
12.88539,80.1786,NIGHT,WEEKDAY,4.89,5.38,7.45,11.38,1,0,1,63,NORMAL,MODERATE,MODERATE,synthetic
13.23651,80.16214,EVENING,SUNDAY,5.05,6.16,2.05,3.58,1,0,0,78,NORMAL,HIGH,SAFE,synthetic
13.02582,80.35569,MORNING,SATURDAY,1.41,0.68,0.77,2.12,0,0,0,71,NORMAL,MODERATE,SAFE,synthetic
12.97878,80.3694,DAY,SUNDAY,4.67,2.85,4.97,5.26,1,0,0,62,NORMAL,HIGH,SAFE,synthetic
12.84631,80.36405,DAY,WEEKDAY,3.96,4.74,3.18,11.81,3,0,2,41,HIGH,MODERATE,MODERATE,synthetic
13.08487,80.35581,DAY,WEEKDAY,3.28,5.57,6.38,6.35,3,1,0,52,NORMAL,LOW,MODERATE,synthetic
12.90246,80.0164,EVENING,SUNDAY,7.21,9.09,5.43,14.37,4,8,0,35,DESERTED,LOW,HIGH_RISK,synthetic
13.19222,80.01029,DAY,WEEKDAY,1.59,1.72,3.93,4.17,0,3,0,64,NORMAL,LOW,MODERATE,synthetic
13.17712,80.21562,DAY,SATURDAY,0.75,2.35,1.7,1.71,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
13.08363,80.35351,EVENING,WEEKDAY,4.42,4.57,15.21,9.12,0,0,1,27,DESERTED,LOW,MODERATE,synthetic
12.80767,80.33956,EVENING,SUNDAY,0.52,1.75,1.71,2.82,0,0,0,93,HIGH,MODERATE,SAFE,synthetic
13.1446,80.09916,MORNING,WEEKDAY,1.14,1.83,2.02,3.7,0,0,0,75,NORMAL,HIGH,SAFE,synthetic
12.99998,80.21483,DAY,WEEKDAY,4.99,3.72,7.88,7.33,1,1,0,38,NORMAL,MODERATE,MODERATE,synthetic
12.9575,80.2903,EVENING,WEEKDAY,0.83,0.87,2.38,3.08,0,0,0,93,NORMAL,MODERATE,SAFE,synthetic
13.09116,80.12486,NIGHT,SUNDAY,8.76,4.06,9.21,23.2,0,0,1,23,LOW,LOW,MODERATE,synthetic
13.21338,80.05705,EVENING,SATURDAY,4.83,6.62,7.79,5.14,3,0,0,46,LOW,HIGH,MODERATE,synthetic
13.2237,80.31469,EVENING,SATURDAY,1.01,2.1,2.92,0.79,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.80278,80.16274,MORNING,WEEKDAY,2.5,1.78,2.17,9.55,3,2,0,47,NORMAL,MODERATE,MODERATE,synthetic
13.02687,80.04228,NIGHT,SATURDAY,7.74,12.86,5.89,9.86,6,6,3,26,DESERTED,MODERATE,HIGH_RISK,synthetic
12.88062,80.17784,NIGHT,SUNDAY,2.49,3.54,3.0,7.64,3,0,0,61,HIGH,MODERATE,MODERATE,synthetic
13.07967,80.2715,EVENING,WEEKDAY,5.97,7.32,8.61,12.85,5,0,2,22,DESERTED,MODERATE,HIGH_RISK,synthetic
13.03853,80.12145,MORNING,WEEKDAY,3.45,4.7,6.7,6.69,2,0,0,71,HIGH,MODERATE,MODERATE,synthetic
13.13101,80.16441,DAY,WEEKDAY,3.91,3.13,6.82,7.25,0,3,0,44,NORMAL,LOW,SAFE,synthetic
13.21296,80.10403,EVENING,WEEKDAY,1.73,1.71,2.18,1.31,0,0,0,94,NORMAL,HIGH,SAFE,synthetic
13.20563,80.20064,DAY,WEEKDAY,7.92,8.3,7.02,18.0,4,0,3,18,LOW,MODERATE,HIGH_RISK,synthetic
13.12015,80.29814,MORNING,SATURDAY,1.22,0.36,2.14,0.74,0,0,0,97,HIGH,MODERATE,SAFE,synthetic
12.99934,80.19334,EVENING,WEEKDAY,6.95,10.71,6.78,20.35,1,2,0,6,DESERTED,MODERATE,MODERATE,synthetic
13.05064,80.16829,MORNING,SUNDAY,5.46,2.88,4.69,4.47,3,3,0,39,NORMAL,HIGH,MODERATE,synthetic
13.25151,80.19907,DAY,SATURDAY,9.32,11.12,8.97,17.69,11,2,1,38,DESERTED,LOW,HIGH_RISK,synthetic
12.9546,80.23847,MORNING,WEEKDAY,3.75,2.82,4.03,10.18,4,2,0,74,HIGH,MODERATE,MODERATE,synthetic
12.88319,80.08851,DAY,SATURDAY,1.53,0.76,2.74,1.83,0,0,0,76,NORMAL,HIGH,SAFE,synthetic
13.25005,80.31086,NIGHT,SUNDAY,9.86,8.23,15.15,8.61,0,1,5,7,DESERTED,LOW,HIGH_RISK,synthetic
13.06616,80.32827,DAY,SATURDAY,1.42,0.3,3.0,2.23,0,0,0,78,NORMAL,MODERATE,SAFE,synthetic
13.02552,80.22146,NIGHT,SUNDAY,2.32,6.52,4.74,7.22,4,0,0,53,LOW,MODERATE,MODERATE,synthetic
13.15591,80.15117,NIGHT,SUNDAY,10.08,4.27,10.81,9.96,1,4,1,24,DESERTED,LOW,HIGH_RISK,synthetic
13.05113,80.35474,NIGHT,WEEKDAY,2.42,4.32,5.56,4.97,0,5,0,63,HIGH,HIGH,MODERATE,synthetic
12.85344,80.37563,DAY,WEEKDAY,1.93,2.02,2.92,7.44,0,0,0,43,HIGH,MODERATE,SAFE,synthetic
12.91239,80.3721,EVENING,SUNDAY,4.7,10.47,10.62,22.49,4,1,0,35,DESERTED,LOW,HIGH_RISK,synthetic
13.29875,80.38444,NIGHT,SATURDAY,3.79,3.88,4.63,9.75,2,2,0,75,LOW,MODERATE,MODERATE,synthetic
12.95789,80.29319,EVENING,WEEKDAY,1.77,4.38,3.8,4.2,1,0,0,73,HIGH,MODERATE,SAFE,synthetic
13.09668,80.31129,DAY,WEEKDAY,1.08,0.72,2.09,2.75,0,0,0,97,HIGH,MODERATE,SAFE,synthetic
13.28187,80.37126,DAY,SUNDAY,3.09,6.86,5.41,8.29,3,0,0,74,LOW,LOW,MODERATE,synthetic
13.26387,80.09503,DAY,SUNDAY,4.26,10.95,7.7,11.41,1,0,0,23,DESERTED,LOW,MODERATE,synthetic
13.08011,80.07148,NIGHT,WEEKDAY,9.9,6.25,6.33,23.82,11,0,1,20,DESERTED,LOW,HIGH_RISK,synthetic
13.19952,80.20737,NIGHT,WEEKDAY,9.66,6.84,8.72,16.03,4,4,0,10,LOW,LOW,HIGH_RISK,synthetic
13.10365,80.02682,DAY,SUNDAY,5.17,1.73,3.87,6.22,1,1,1,53,NORMAL,MODERATE,SAFE,synthetic
13.22457,80.11104,NIGHT,SUNDAY,5.42,5.35,12.52,13.83,4,7,1,18,DESERTED,MODERATE,HIGH_RISK,synthetic
13.02075,80.12427,MORNING,WEEKDAY,5.1,4.74,2.25,9.09,1,0,0,73,HIGH,HIGH,MODERATE,synthetic
12.82941,80.01327,MORNING,WEEKDAY,1.56,1.52,0.76,2.98,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
13.088,80.09676,DAY,SUNDAY,1.61,2.98,2.14,5.73,0,0,0,52,LOW,LOW,SAFE,synthetic
13.07336,80.25098,DAY,WEEKDAY,0.74,2.0,1.76,3.14,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
13.04775,80.03389,DAY,SUNDAY,1.02,1.91,0.23,1.85,0,0,0,77,NORMAL,MODERATE,SAFE,synthetic
13.18542,80.07966,EVENING,SUNDAY,5.73,3.2,3.8,3.72,0,0,0,79,NORMAL,HIGH,SAFE,synthetic
13.29875,80.07787,MORNING,WEEKDAY,4.74,4.5,4.25,4.72,0,1,2,65,HIGH,LOW,MODERATE,synthetic
12.89206,80.22515,DAY,SUNDAY,1.69,0.41,2.46,0.74,0,0,0,89,NORMAL,MODERATE,SAFE,synthetic
12.82372,80.2873,EVENING,SATURDAY,2.67,3.63,5.59,6.71,0,0,0,47,NORMAL,LOW,SAFE,synthetic
12.93999,80.23283,DAY,SUNDAY,2.83,3.19,3.29,8.55,2,0,0,79,HIGH,MODERATE,SAFE,synthetic
13.10636,80.03489,MORNING,WEEKDAY,2.12,3.7,3.32,6.84,4,0,0,62,NORMAL,MODERATE,MODERATE,synthetic
13.27594,80.11484,DAY,WEEKDAY,1.66,1.54,1.48,1.11,1,0,0,93,NORMAL,MODERATE,SAFE,synthetic
12.88747,80.24058,EVENING,SATURDAY,0.98,0.47,2.97,1.09,1,0,0,78,NORMAL,HIGH,SAFE,synthetic
13.1262,80.03409,MORNING,WEEKDAY,1.02,1.02,2.62,3.01,1,0,0,88,NORMAL,MODERATE,SAFE,synthetic
12.92248,80.04889,MORNING,SUNDAY,2.07,5.07,4.23,9.77,0,1,0,37,NORMAL,LOW,SAFE,synthetic
12.95952,80.25765,EVENING,SUNDAY,0.89,0.7,1.85,1.71,0,0,0,92,NORMAL,HIGH,SAFE,synthetic
13.17129,80.39856,MORNING,SUNDAY,2.35,2.13,7.43,11.13,1,1,0,51,NORMAL,MODERATE,SAFE,synthetic
13.27593,80.37512,DAY,SUNDAY,1.53,1.22,2.63,0.53,0,0,0,86,HIGH,MODERATE,SAFE,synthetic
13.07129,80.30758,NIGHT,SATURDAY,4.0,6.93,14.11,16.31,0,0,1,13,DESERTED,MODERATE,MODERATE,synthetic
13.14668,80.13307,NIGHT,WEEKDAY,2.09,4.51,6.92,7.59,2,1,0,77,NORMAL,MODERATE,MODERATE,synthetic
13.29028,80.06683,EVENING,SATURDAY,0.99,0.64,0.44,1.41,0,0,0,95,NORMAL,MODERATE,SAFE,synthetic
13.06496,80.1203,NIGHT,SUNDAY,10.67,13.55,12.03,8.32,3,3,0,25,DESERTED,LOW,HIGH_RISK,synthetic
13.17929,80.10831,DAY,WEEKDAY,1.63,0.9,1.31,1.85,0,0,0,86,HIGH,MODERATE,SAFE,synthetic
12.95359,80.04625,NIGHT,SATURDAY,6.61,5.47,15.9,8.31,20,1,2,37,DESERTED,MODERATE,HIGH_RISK,synthetic
13.09022,80.12683,DAY,WEEKDAY,4.45,1.91,6.78,6.59,1,0,0,45,LOW,HIGH,MODERATE,synthetic
13.00026,80.3448,DAY,SATURDAY,4.58,6.91,2.01,3.8,2,0,0,54,HIGH,LOW,MODERATE,synthetic
13.26267,80.00149,NIGHT,WEEKDAY,4.85,5.32,6.71,10.8,2,2,0,79,NORMAL,LOW,MODERATE,synthetic
13.29688,80.04976,MORNING,SATURDAY,0.63,1.09,2.28,3.78,0,0,0,91,NORMAL,MODERATE,SAFE,synthetic
13.18902,80.15469,DAY,SUNDAY,6.45,11.11,7.78,19.78,0,0,1,39,DESERTED,MODERATE,MODERATE,synthetic
13.06286,80.32251,DAY,WEEKDAY,2.61,2.79,6.21,9.0,0,0,0,67,NORMAL,HIGH,SAFE,synthetic
13.21923,80.35223,DAY,WEEKDAY,1.56,1.87,2.17,3.38,0,0,0,95,NORMAL,HIGH,SAFE,synthetic
12.91587,80.3638,DAY,SATURDAY,0.3,1.03,1.49,3.46,0,0,0,92,NORMAL,MODERATE,SAFE,synthetic
12.89169,80.13143,DAY,SUNDAY,3.15,4.0,3.13,10.05,6,0,0,50,NORMAL,LOW,MODERATE,synthetic
12.85476,80.00282,DAY,WEEKDAY,5.59,2.91,5.56,4.31,1,0,0,57,LOW,HIGH,MODERATE,synthetic
12.96185,80.33112,EVENING,WEEKDAY,4.59,4.22,4.41,3.75,1,2,1,35,HIGH,HIGH,MODERATE,synthetic
12.80651,80.3816,NIGHT,SUNDAY,3.97,3.31,3.95,9.53,1,0,2,35,NORMAL,MODERATE,MODERATE,synthetic
12.8011,80.1403,DAY,SATURDAY,10.09,9.95,14.03,17.85,11,8,0,20,DESERTED,LOW,HIGH_RISK,synthetic
12.81745,80.0867,DAY,SUNDAY,4.96,5.0,13.67,23.65,11,0,0,6,DESERTED,LOW,HIGH_RISK,synthetic
12.91924,80.1613,DAY,WEEKDAY,0.46,2.29,0.64,2.54,0,0,0,99,NORMAL,HIGH,SAFE,synthetic
13.29004,80.10596,DAY,SATURDAY,0.47,0.23,0.8,1.97,0,0,0,71,HIGH,HIGH,SAFE,synthetic
13.24112,80.1172,MORNING,SATURDAY,3.69,1.9,4.09,9.16,5,1,0,37,NORMAL,LOW,MODERATE,synthetic
13.25202,80.14168,NIGHT,WEEKDAY,4.52,12.91,12.71,22.81,1,1,2,20,DESERTED,LOW,HIGH_RISK,synthetic
12.89346,80.08667,EVENING,SUNDAY,0.32,0.92,2.26,3.04,0,0,0,91,HIGH,HIGH,SAFE,synthetic
13.25811,80.32599,EVENING,SUNDAY,0.97,0.73,0.88,3.69,0,0,0,98,NORMAL,MODERATE,SAFE,synthetic
13.29256,80.37289,NIGHT,SATURDAY,9.93,7.91,13.99,11.32,4,6,2,26,LOW,MODERATE,HIGH_RISK,synthetic
12.83962,80.19613,DAY,SATURDAY,0.92,0.13,1.82,2.44,0,0,0,97,HIGH,HIGH,SAFE,synthetic
13.21694,80.0706,DAY,WEEKDAY,7.67,7.73,12.48,8.32,0,7,6,13,LOW,LOW,HIGH_RISK,synthetic
13.24052,80.31962,EVENING,SATURDAY,3.76,3.32,3.52,8.46,3,0,0,37,LOW,HIGH,MODERATE,synthetic
12.89297,80.16485,NIGHT,SUNDAY,6.91,6.14,13.64,20.75,6,13,1,9,DESERTED,LOW,HIGH_RISK,synthetic
13.2237,80.32489,EVENING,SATURDAY,0.38,0.71,2.06,3.27,0,0,0,72,NORMAL,MODERATE,SAFE,synthetic
12.9145,80.2556,DAY,SUNDAY,1.89,1.94,1.64,2.77,0,1,0,84,NORMAL,MODERATE,SAFE,synthetic
12.84109,80.23497,DAY,SUNDAY,0.33,1.34,2.49,2.64,0,0,0,95,HIGH,MODERATE,SAFE,synthetic
13.1858,80.34495,DAY,WEEKDAY,4.93,3.19,2.75,9.92,0,1,0,53,LOW,MODERATE,MODERATE,synthetic
12.82644,80.04208,DAY,SATURDAY,11.42,4.07,9.61,22.82,5,1,0,36,LOW,MODERATE,HIGH_RISK,synthetic
12.80386,80.00494,DAY,SATURDAY,2.07,5.37,2.62,3.17,4,0,0,43,LOW,HIGH,MODERATE,synthetic
13.05329,80.24368,EVENING,WEEKDAY,1.09,2.47,2.97,1.32,0,0,0,78,NORMAL,HIGH,SAFE,synthetic
13.19627,80.0956,DAY,WEEKDAY,3.59,6.07,7.41,9.92,0,0,2,74,LOW,HIGH,MODERATE,synthetic
13.20807,80.17785,NIGHT,SATURDAY,11.59,8.16,6.07,13.95,9,17,3,7,DESERTED,LOW,HIGH_RISK,synthetic
12.81415,80.3544,NIGHT,SATURDAY,5.46,9.98,15.89,23.59,2,2,0,19,LOW,LOW,HIGH_RISK,synthetic
